"entrez_gene_id","contributing_probe_count"
"100506319",1
"100506325",1
"100506328",1
"100506331",1
"100506343",1
"100506351",1
"100506365",2
"100506368",1
"100506371",1
"100506374",1
"100506377",1
"100506379",3
"100506385",1
"100506388",1
"100506392",3
"100506405",1
"100506406",1
"100506409",1
"100506411",2
"100506413",1
"100506421",1
"100506428",2
"100506433",1
"100506436",2
"100506443",1
"100506446",1
"100506451",2
"100506457",3
"100506459",1
"100506462",1
"100506465",2
"100506469",2
"100506470",1
"100506472",2
"100506473",1
"100506475",2
"100506476",1
"100506489",1
"100506492",1
"100506497",2
"100506498",1
"100506504",1
"100506513",2
"100506526",1
"100506527",1
"100506530",1
"100506538",1
"100506540",2
"100506542",1
"100506555",1
"100506557",1
"100506563",1
"100506571",1
"100506581",3
"100506585",1
"100506599",2
"100506603",1
"100506606",1
"100506621",1
"100506622",1
"100506639",1
"100506649",1
"100506655",2
"100506658",4
"100506660",1
"100506667",1
"100506668",2
"100506675",2
"100506677",1
"100506679",1
"100506680",2
"100506681",1
"100506686",1
"100506691",1
"100506696",1
"100506697",1
"100506699",1
"100506710",3
"100506713",2
"100506714",1
"100506724",1
"100506725",1
"100506730",2
"100506731",1
"100506733",3
"100506742",1
"100506757",1
"100506759",1
"100506765",1
"100506769",1
"100506776",1
"100506779",2
"100506783",1
"100506790",1
"100506791",1
"100506795",1
"100506797",1
"100506813",1
"100506815",1
"100506826",1
"100506827",1
"100506834",2
"100506840",1
"100506844",2
"100506851",1
"100506858",1
"100506860",2
"100506863",1
"100506866",2
"100506874",1
"100506885",1
"100506895",1
"100506897",1
"100506898",2
"100506907",3
"100506915",1
"100506922",1
"100506929",1
"100506930",4
"100506939",1
"100506963",1
"100506965",2
"100506990",2
"100506994",1
"100506999",1
"100507006",1
"100507008",1
"100507027",1
"100507032",2
"100507033",1
"100507034",1
"100507040",1
"100507043",1
"100507050",1
"100507053",2
"100507054",1
"100507057",3
"100507058",1
"100507059",1
"100507062",2
"100507064",3
"100507065",1
"100507066",1
"100507073",1
"100507086",1
"100507098",5
"100507099",1
"100507114",1
"100507117",1
"100507135",1
"100507140",1
"100507143",1
"100507156",1
"100507165",1
"100507171",2
"100507173",1
"100507178",1
"100507194",1
"100507201",1
"100507203",2
"100507206",1
"100507217",4
"100507218",1
"100507221",1
"100507240",2
"100507244",2
"100507249",1
"100507250",1
"100507254",2
"100507257",1
"100507261",1
"100507266",1
"100507267",2
"100507274",3
"100507277",1
"100507283",2
"100507290",2
"100507291",1
"100507297",1
"100507299",1
"100507300",2
"100507303",1
"100507311",1
"100507316",3
"100507321",3
"100507330",1
"100507336",1
"100507351",1
"100507362",1
"100507377",1
"100507384",1
"100507388",1
"100507389",2
"100507391",1
"100507392",1
"100507395",1
"100507398",2
"100507403",1
"100507410",1
"100507419",1
"100507421",3
"100507423",1
"100507428",3
"100507431",2
"100507433",1
"100507435",1
"100507436",1
"100507443",1
"100507458",1
"100507459",1
"100507461",1
"100507462",1
"100507463",2
"100507466",1
