experiment,file_accession,assembly,file_status,file_format,output_type,file_size,audit_levels,eligible,reason,biological_replicates
ENCSR000EPK,ENCFF608LPI,hg19,archived,bigBed,hotspots,2674551,,False,file not released; file not GRCh38; not BED; not an eligible peak output,2
ENCSR000EPK,ENCFF151LVQ,GRCh38,archived,bed,peaks,1500895,,False,file not released,2
ENCSR000EPK,ENCFF546XJZ,GRCh38,released,starch,peaks,1084441,,False,not BED,2
ENCSR000EPK,ENCFF975UDE,GRCh38,released,bam,unfiltered alignments,4681081277,,False,not BED; not an eligible peak output; unknown file size or transfer cap,2
ENCSR000EPK,ENCFF562EJV,GRCh38,released,bigBed,FDR cut rate,211420971,,False,not BED; not an eligible peak output; unknown file size or transfer cap,2
ENCSR000EPK,ENCFF254VNR,GRCh38,released,bam,alignments,2958701621,,False,not BED; not an eligible peak output; unknown file size or transfer cap,2
ENCSR000EPK,ENCFF771GZH,GRCh38,released,bed,peaks,997841,,True,,2
ENCSR000EPK,ENCFF037QHE,GRCh38,released,bed,peaks,1252114,,True,,2
ENCSR000EPK,ENCFF788LFH,GRCh38,released,bigBed,peaks,2026177,,False,not BED,2
ENCSR000EPK,ENCFF389PZY,GRCh38,released,bigWig,read-depth normalized signal,619118579,,False,not BED; not an eligible peak output; unknown file size or transfer cap,2
ENCSR000EPK,ENCFF410CBB,GRCh38,released,bed,footprints,1366890,,False,not an eligible peak output,2
ENCSR000EPK,ENCFF134HTP,GRCh38,released,bigBed,footprints,1598481,,False,not BED; not an eligible peak output,2
ENCSR000EPK,ENCFF627CFM,GRCh38,released,bed,FDR cut rate,206767741,,False,not an eligible peak output; unknown file size or transfer cap,2
ENCSR000EPK,ENCFF195VNB,GRCh38,released,bigBed,peaks,1647492,,False,not BED,2
ENCSR000EPK,ENCFF066BIA,GRCh38,released,bed,peaks,3662585,,True,,2
ENCSR000EPK,ENCFF342YEA,GRCh38,released,bigBed,peaks,6270392,,False,not BED,2
ENCSR000EPK,ENCFF484PDN,GRCh38,released,bed,peaks,3183357,,True,,2
ENCSR000EPK,ENCFF337HVI,GRCh38,released,bigBed,peaks,5474417,,False,not BED,2
ENCSR000EPK,ENCFF365KPE,GRCh38,released,bed,hotspots,2023799,,False,not an eligible peak output,2
ENCSR000EPK,ENCFF358EHK,GRCh38,released,bigWig,read-depth normalized signal,502791488,,False,not BED; not an eligible peak output; unknown file size or transfer cap,2
ENCSR012PII,ENCFF406DEQ,GRCh38,released,bam,alignments,902583682,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF626UTP,GRCh38,released,bigWig,signal p-value,428974649,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF765EVS,,released,fastq,reads,251426970,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF511CWO,,released,fastq,reads,1154529710,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF045GRC,hg19,released,bam,unfiltered alignments,1561303430,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF267RXI,GRCh38,released,bam,unfiltered alignments,1563561240,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF452ZIB,hg19,released,bam,alignments,821523625,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF680VNR,GRCh38,released,bam,alignments,821184384,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF294JUQ,hg19,archived,tagAlign,alignments,135401363,,False,file not released; file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF848QWQ,hg19,archived,bigWig,signal p-value,474263077,,False,file not released; file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF025QOB,hg19,archived,bigWig,fold change over control,399368282,,False,file not released; file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF109MIW,hg19,archived,bed,peaks,2967168,,False,file not released; file not GRCh38,1
ENCSR012PII,ENCFF700YVZ,hg19,archived,bed,peaks,1128771,,False,file not released; file not GRCh38,1
ENCSR012PII,ENCFF310YRX,GRCh38,released,bigBed,peaks,3058449,,False,not BED,1
ENCSR012PII,ENCFF601NLG,GRCh38,released,bigWig,fold change over control,324915494,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF805KSN,GRCh38,released,bigBed,pseudoreplicated peaks,2472107,,False,not BED; not an eligible peak output,1
ENCSR012PII,ENCFF754MVG,GRCh38,released,bigWig,signal p-value,412590169,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF933WTT,GRCh38,released,bed,peaks,1073472,,True,,1
ENCSR012PII,ENCFF544QYY,GRCh38,released,bed,pseudoreplicated peaks,1181726,,False,not an eligible peak output,1
ENCSR012PII,ENCFF706YSV,hg19,released,bed,pseudoreplicated peaks,1181097,,False,file not GRCh38; not an eligible peak output,1
ENCSR012PII,ENCFF816YAW,hg19,released,bigBed,peaks,3056931,,False,file not GRCh38; not BED,1
ENCSR012PII,ENCFF442PAD,hg19,released,bed,peaks,1073850,,False,file not GRCh38,1
ENCSR012PII,ENCFF127PBY,hg19,released,bigWig,signal p-value,413060489,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF439NLA,hg19,released,bigBed,pseudoreplicated peaks,2469879,,False,file not GRCh38; not BED; not an eligible peak output,1
ENCSR012PII,ENCFF437JSB,hg19,released,bigWig,fold change over control,324714302,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF182UAN,GRCh38,released,bam,unfiltered alignments,1522826533,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF116NCG,GRCh38,released,bigWig,fold change over control,359439809,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR012PII,ENCFF505MRR,GRCh38,released,bed,pseudoreplicated peaks,1188387,,False,not an eligible peak output,1
ENCSR012PII,ENCFF300JJI,GRCh38,released,bigBed,pseudoreplicated peaks,2457907,,False,not BED; not an eligible peak output,1
ENCSR073CPU,ENCFF658VRW,,released,fastq,reads,334942182,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,2
ENCSR073CPU,ENCFF784RDA,,released,fastq,reads,327700507,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR073CPU,ENCFF541WQI,,released,fastq,reads,381255960,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,2
ENCSR073CPU,ENCFF579QKF,,released,fastq,reads,2629285300,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,2
ENCSR073CPU,ENCFF192ZVD,,released,fastq,reads,364020061,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,2
ENCSR073CPU,ENCFF736YZI,,released,fastq,reads,354620664,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR073CPU,ENCFF411XNS,,released,fastq,reads,428390820,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,2
ENCSR073CPU,ENCFF771YKC,,released,fastq,reads,2681412108,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,2
ENCSR073CPU,ENCFF722RAX,GRCh38,archived,bed,peaks,311946,,False,file not released,1
ENCSR073CPU,ENCFF621IEY,GRCh38,released,bed,peaks,506916,,True,,2
ENCSR073CPU,ENCFF632TAE,GRCh38,archived,bigBed,peaks,770923,,False,file not released; not BED,1
ENCSR073CPU,ENCFF612UYQ,GRCh38,released,bigBed,peaks,1017463,,False,not BED,2
ENCSR073CPU,ENCFF051JYU,GRCh38,archived,bed,peaks,179666,,False,file not released,1
ENCSR073CPU,ENCFF887YFF,GRCh38,released,bed,peaks,291531,,True,,2
ENCSR073CPU,ENCFF003XLY,GRCh38,archived,bigBed,peaks,507288,,False,file not released; not BED,1
ENCSR073CPU,ENCFF299GXQ,GRCh38,released,bigBed,peaks,669663,,False,not BED,2
ENCSR073CPU,ENCFF445WZP,GRCh38,archived,bigWig,read-depth normalized signal,292117704,,False,file not released; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR073CPU,ENCFF200OOT,GRCh38,released,bigWig,read-depth normalized signal,596693950,,False,not BED; not an eligible peak output; unknown file size or transfer cap,2
ENCSR073CPU,ENCFF984RWB,GRCh38,archived,bed,hotspots,279990,,False,file not released; not an eligible peak output,1
ENCSR073CPU,ENCFF498YLJ,GRCh38,released,bed,hotspots,354910,,False,not an eligible peak output,2
ENCSR073CPU,ENCFF260BIM,GRCh38,released,bed,hotspots,278402,,False,not an eligible peak output,1
ENCSR073CPU,ENCFF117EKH,GRCh38,released,bigWig,read-depth normalized signal,291536221,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR073CPU,ENCFF312EOW,GRCh38,released,bed,peaks,310524,,True,,1
ENCSR073CPU,ENCFF152GHT,GRCh38,released,bigBed,peaks,767881,,False,not BED,1
ENCSR073CPU,ENCFF150UHK,GRCh38,released,bed,peaks,178422,,True,,1
ENCSR073CPU,ENCFF849DQE,GRCh38,released,bigBed,peaks,504324,,False,not BED,1
ENCSR073CPU,ENCFF325UUF,GRCh38,released,bigBed,footprints,553848,,False,not BED; not an eligible peak output,2
ENCSR073CPU,ENCFF451QLX,GRCh38,released,bed,footprints,355015,,False,not an eligible peak output,2
ENCSR073CPU,ENCFF548ZFW,GRCh38,released,bigBed,footprints,116602,,False,not BED; not an eligible peak output,2
ENCSR073CPU,ENCFF613QKQ,GRCh38,released,bed,footprints,57622,,False,not an eligible peak output,2
ENCSR400VWA,ENCFF999HST,hg19,archived,tagAlign,alignments,190240660,,False,file not released; file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF858VSO,,released,fastq,reads,365497626,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF076WOE,,released,fastq,reads,1030219843,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF402BCW,,released,fastq,reads,205825464,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF453PCL,hg19,released,bam,unfiltered alignments,1818205164,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF165PQI,GRCh38,released,bam,unfiltered alignments,1820875763,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF703QII,hg19,released,bam,alignments,1248411524,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF247XHV,GRCh38,released,bam,alignments,1247918279,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF292RJP,hg19,archived,tagAlign,alignments,184870370,,False,file not released; file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,
ENCSR400VWA,ENCFF614OXS,hg19,archived,bigWig,fold change over control,435017276,,False,file not released; file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,
ENCSR400VWA,ENCFF109PBC,hg19,archived,bigWig,signal p-value,465717412,,False,file not released; file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,
ENCSR400VWA,ENCFF782WGQ,hg19,archived,bed,peaks,2369150,,False,file not released; file not GRCh38,
ENCSR400VWA,ENCFF658GEZ,hg19,archived,bed,peaks,2355145,,False,file not released; file not GRCh38,
ENCSR400VWA,ENCFF366GZW,GRCh38,released,bed,peaks,2327783,,True,,1
ENCSR400VWA,ENCFF577YZK,GRCh38,released,bigWig,fold change over control,391660797,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF926LRP,GRCh38,released,bigBed,pseudoreplicated peaks,5633269,,False,not BED; not an eligible peak output,1
ENCSR400VWA,ENCFF979QTE,GRCh38,released,bigBed,peaks,6276808,,False,not BED,1
ENCSR400VWA,ENCFF237EQI,GRCh38,released,bigWig,signal p-value,415232136,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF346VAP,GRCh38,released,bed,pseudoreplicated peaks,2933816,,False,not an eligible peak output,1
ENCSR400VWA,ENCFF563WHD,hg19,released,bigBed,peaks,6443740,,False,file not GRCh38; not BED,1
ENCSR400VWA,ENCFF929UOK,hg19,released,bigWig,fold change over control,395641741,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF435YMN,hg19,released,bed,peaks,2386805,,False,file not GRCh38,1
ENCSR400VWA,ENCFF940RGW,hg19,released,bigWig,signal p-value,422793129,,False,file not GRCh38; not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF498NWJ,hg19,released,bed,pseudoreplicated peaks,3023941,,False,file not GRCh38; not an eligible peak output,1
ENCSR400VWA,ENCFF158WJC,hg19,released,bigBed,pseudoreplicated peaks,5776599,,False,file not GRCh38; not BED; not an eligible peak output,1
ENCSR400VWA,ENCFF446EKY,GRCh38,released,bigWig,signal p-value,490198541,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF396RZF,GRCh38,released,bam,alignments,1336073141,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF135CCA,GRCh38,released,bigWig,fold change over control,428162107,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF258RIC,GRCh38,released,bigBed,pseudoreplicated peaks,5649824,,False,not BED; not an eligible peak output,1
ENCSR400VWA,ENCFF357HZH,GRCh38,released,bam,unfiltered alignments,1772975243,,False,not BED; not an eligible peak output; unknown file size or transfer cap,1
ENCSR400VWA,ENCFF928CYN,GRCh38,released,bed,pseudoreplicated peaks,2980331,,False,not an eligible peak output,1
