filename,uncompressed_bytes,compressed_bytes,compression_method,local_header_offset,crc32
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,270687399,89771716,8,105036330850,915454861
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.6.tsv,348691079,110534218,8,105126102709,2539715094
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.2.tsv,310835259,103726226,8,105236637069,1954679481
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.17.tsv,267532312,89596203,8,105340363437,4256586216
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/Cis_eqtls_qval.tsv,2974913,1275605,8,105429959783,2307740921
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.5.tsv,221026857,73607344,8,105431235516,191990591
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.9.tsv,197263691,66340846,8,105504843002,726065681
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.19.tsv,362944334,121667259,8,105571183990,2650821279
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,202166994,66674079,8,105692851392,1595145960
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,169963455,56883698,8,105759525614,1584727592
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,178218927,59279867,8,105816409454,162543119
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,437658614,145619737,8,105875689464,668221192
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,133970825,44817258,8,106021309343,618179398
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,151602,62849,8,106066126744,3331463667
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,253696363,83714600,8,106066189728,3422117827
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,80579135,26900908,8,106149904471,1800786929
dMean__Epithelial_15_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.13.tsv,92919054,30801073,8,106176805522,367543131
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.3.tsv,270852530,88819274,8,106207606738,1944800837
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.15.tsv,144779111,47848123,8,106296426143,2820442639
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.16.tsv,214086208,71882168,8,106344274398,461962328
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.4.tsv,193041128,63261592,8,106416156698,3372165381
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.21.tsv,56636475,18758879,8,106479418421,458981154
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.7.tsv,235361745,77713413,8,106498177432,3880287414
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.22.tsv,120830939,40050557,8,106575890976,949404435
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,253015651,83067065,8,106615941665,434834825
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.6.tsv,349727003,108181846,8,106699008862,3329077002
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.2.tsv,317679828,104958303,8,106807190839,1271682389
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.17.tsv,271578380,90013814,8,106912149273,3737122665
dMean__B_1_r_all/OPTIM_pcs/base_output/base/Cis_eqtls_qval.tsv,2992474,1282228,8,107002163219,3729166985
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.5.tsv,212888203,70112409,8,107003445564,1176881861
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.9.tsv,188862109,62923795,8,107073558104,2707623296
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.19.tsv,384784776,127701221,8,107136482030,2481747763
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,188471361,61329556,8,107264183383,2820129145
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,170913160,56538891,8,107325513071,2395136471
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,186314527,61260679,8,107382052093,3442024002
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,435117011,143154383,8,107443312904,2824686013
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,133968820,44437233,8,107586467418,2500582512
dMean__B_1_r_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,142635,59246,8,107630904783,3394306098
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,274900253,89594732,8,107630964153,3384088675
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,71010574,23394351,8,107720559017,3130570115
dMean__B_1_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.13.tsv,91467491,29961446,8,107743953500,3687773925
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.3.tsv,234352986,73590808,8,107773915078,1980568439
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.15.tsv,133445459,42456327,8,107847506027,77458940
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.16.tsv,187269027,60824316,8,107889962496,406172868
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.4.tsv,175809088,54917211,8,107950786954,543801000
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.21.tsv,45374601,14510215,8,108005704306,3300418667
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.7.tsv,211922551,67470643,8,108020214663,337570584
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.22.tsv,94280506,30237691,8,108087685447,3613264257
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,246987220,77798549,8,108117923280,3691543335
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.6.tsv,296373414,85659349,8,108195721971,2833022254
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.2.tsv,271363431,86056251,8,108281381461,3319080791
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.17.tsv,237543378,75972112,8,108367437853,596517766
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/Cis_eqtls_qval.tsv,2611192,1096181,8,108443410107,2522101478
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.5.tsv,190439063,60086410,8,108444506415,4284647245
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.9.tsv,180203044,57872866,8,108504592966,3771217314
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.19.tsv,312200054,99937739,8,108562465973,1755096129
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,172447338,53689675,8,108662403854,1218156427
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,149663440,47493994,8,108716093671,2116638885
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,154644493,48868027,8,108763587806,2131130452
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,390988994,123669388,8,108812455975,168157671
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,115010638,36732946,8,108936125504,126975170
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,11701,5189,8,108972858592,646394700
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,221410114,69228073,8,108972863915,3285452043
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,67723935,21435347,8,109042092130,1942154991
dMean__Epithelial_28_r_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.13.tsv,81142674,25452351,8,109063527619,4230045143
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.3.tsv,226702381,74691730,8,109088980112,762531101
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.15.tsv,127139468,42147753,8,109163671984,375037244
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.16.tsv,171553908,57754814,8,109205819880,652190130
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.4.tsv,183031673,60070187,8,109263574837,3075645365
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.21.tsv,44842686,14883781,8,109323645166,1172588732
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.7.tsv,202715766,67315022,8,109338529090,2195698633
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.22.tsv,86902865,28877671,8,109405844254,1842418960
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,233278757,76746859,8,109434722068,1892364989
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.6.tsv,290032673,90378201,8,109511469070,3775374318
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.2.tsv,271748070,89994257,8,109601847413,2143566777
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.17.tsv,214538695,71236230,8,109691841812,1965136868
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/Cis_eqtls_qval.tsv,2482989,1037733,8,109763078185,2352726325
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.5.tsv,192856176,63689366,8,109764116046,2170475612
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.9.tsv,169715441,56668085,8,109827805554,810479209
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.19.tsv,278582998,92660810,8,109884473781,3115931680
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,170846333,55839280,8,109977134734,832366316
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,149608776,49643329,8,110032974157,1439067838
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,153288653,50521039,8,110082617628,1713563839
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,357387722,117870689,8,110133138810,853732198
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,109998861,36489723,8,110251009641,3553554167
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,15447,6803,8,110287499507,3796631271
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,214206957,70019254,8,110287506445,1805802721
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,70402511,23313479,8,110357525842,3822758020
dMean__Mesenchymal_0_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.13.tsv,83025199,27271070,8,110380839464,4327070
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.3.tsv,212996327,63980791,8,110408110677,5065543
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.15.tsv,116547414,35691875,8,110472091607,2445519220
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.16.tsv,171659329,53696691,8,110507783622,846710335
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.4.tsv,157585460,47185296,8,110561480453,3631120741
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.21.tsv,42712415,13111453,8,110608665888,3449227218
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.7.tsv,191484372,58279984,8,110621777481,1291932721
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.22.tsv,92825299,28654799,8,110680057604,2712389623
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,205733464,61605704,8,110708712543,1548117154
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.6.tsv,293521745,79598574,8,110770318387,1913870003
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.2.tsv,250342762,76176630,8,110849917100,3577421432
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.17.tsv,217317600,66867579,8,110926093869,1293821196
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/Cis_eqtls_qval.tsv,2399941,986927,8,110992961588,3940675819
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.5.tsv,168564280,50920333,8,110993948640,2593329176
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.9.tsv,151211339,46449410,8,111044869112,2258411486
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.19.tsv,293715340,90324418,8,111091318661,2121104995
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,160269020,47550525,8,111181643219,3773842015
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,132295166,40394847,8,111229193884,2997144883
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,138241986,41921265,8,111269588870,3896081522
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,339584467,102644731,8,111311510275,1563466712
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,103983177,31778038,8,111414155145,1654452179
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,809,448,8,111445933323,288408202
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,205261156,61203437,8,111445933903,3227613900
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,62353996,19079704,8,111507137480,1758376244
dMean__Myeloid_16_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.13.tsv,78242492,23521142,8,111526217324,2890264445
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.3.tsv,275191305,90667312,8,111549738606,581338740
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.15.tsv,156843715,52050006,8,111640406060,2943760536
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.16.tsv,219008577,73631704,8,111692456209,2014589404
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.4.tsv,206440751,67852858,8,111766088056,3387250741
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.21.tsv,58039868,19292317,8,111833941056,367228771
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.7.tsv,256475831,85124304,8,111853233516,4093047055
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.22.tsv,106454376,35444788,8,111938357962,3268963097
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,276211481,90844668,8,111973802893,1630498695
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.6.tsv,340669531,106214063,8,112064647704,1922597177
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.2.tsv,319450321,105901953,8,112170861909,1074516515
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.17.tsv,277521999,92381453,8,112276764004,74914170
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/Cis_eqtls_qval.tsv,3041975,1297546,8,112369145600,2708138172
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.5.tsv,227878488,75327480,8,112370443274,3054891014
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.9.tsv,205467317,68580029,8,112445770896,887181903
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.19.tsv,365900186,121954798,8,112514351067,3275041582
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,202545586,66257443,8,112636306008,3014017799
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,179388214,59513435,8,112702563594,392403929
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,185470646,61239251,8,112762077171,3997904208
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,447121542,147607289,8,112823316565,3668333263
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,137005132,45482698,8,112970923996,3181543164
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,74886,31552,8,113016406837,4141546154
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,256932864,84115994,8,113016438524,145601884
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,82073046,27141396,8,113100554661,1113037994
dMean__Epithelial_23_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.13.tsv,94509289,31074213,8,113127696200,677020588
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.3.tsv,322442955,100452341,8,113158770556,695771694
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.15.tsv,192302302,60901514,8,113259223032,1230081691
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.16.tsv,285082936,91803248,8,113320124682,1419819598
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.4.tsv,239865644,74211932,8,113411928066,1394680637
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.21.tsv,71512603,22645321,8,113486140133,1502393047
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.7.tsv,289775486,91132078,8,113508785590,2684793232
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.22.tsv,142586412,45414672,8,113599917803,2913584412
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,321629873,99994922,8,113645332611,2841585892
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.6.tsv,434423478,123065090,8,113745327669,1773226941
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.2.tsv,386870185,121873365,8,113868392894,771294472
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.17.tsv,354907612,112711402,8,113990266394,2994016024
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/Cis_eqtls_qval.tsv,3710240,1589328,8,114102977932,924652951
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.5.tsv,270463890,84471155,8,114104567381,632953909
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.9.tsv,226803020,72140802,8,114189038671,1495111802
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.19.tsv,505053416,160617562,8,114261179608,3802591940
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,240900216,74278800,8,114421797306,240073879
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,209364424,65977708,8,114496076242,1245946343
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,227238599,71180324,8,114562054085,2802096393
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,529244991,165014502,8,114633234545,3928710836
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,155635231,49151489,8,114798249182,3669216698
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,142541,58815,8,114847400807,2813154876
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,335606688,103894712,8,114847459750,2003317274
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,105918248,33376479,8,114951354598,1417927972
dMean__T_7_blood_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.13.tsv,112499695,34949080,8,114984731213,235498011
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.3.tsv,154331575,48067191,8,115019680429,959777886
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.15.tsv,78838829,24824854,8,115067747758,1888908821
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.16.tsv,113958031,36521665,8,115092572751,928903291
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.4.tsv,120365680,37133298,8,115129094555,2135675631
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.21.tsv,30829135,9767593,8,115166227991,2002564542
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.7.tsv,137253670,43088986,8,115175995723,3502556294
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.22.tsv,64418817,20371676,8,115219084847,169228445
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,141618267,44012408,8,115239456662,2445157766
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.6.tsv,221477068,62291387,8,115283469209,172160215
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.2.tsv,192711076,60613217,8,115345760734,4101284006
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.17.tsv,146965430,46640616,8,115406374089,3902528482
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/Cis_eqtls_qval.tsv,1707074,724924,8,115453014844,2092007705
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.5.tsv,133932496,41778505,8,115453739892,1359976548
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.9.tsv,98954781,31363923,8,115495518535,1685283541
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.19.tsv,199655122,63419277,8,115526882596,1325937114
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,114546829,35169692,8,115590302012,1187981640
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,92715373,29043664,8,115625471843,255482473
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,101732910,31769351,8,115654515645,343207740
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,250767376,77928768,8,115686285135,428478506
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,79928816,25300317,8,115764214041,1286612987
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,3783,1744,8,115789514497,650802586
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,156508972,48136780,8,115789516372,2353541519
dMean__Myeloid_7_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,47684934,14964618,8,115837653291,514239865
