filename,uncompressed_bytes,compressed_bytes,compression_method,local_header_offset,crc32
dMean__Myeloid_0_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,137208236,40815635,8,238630434984,653744129
dMean__Myeloid_0_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,108691705,33040335,8,238671250758,1114492627
dMean__Myeloid_0_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,123410685,37431412,8,238704291231,3800231148
dMean__Myeloid_0_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,308459107,93066675,8,238741722782,2574634780
dMean__Myeloid_0_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,95910961,29327602,8,238834789595,219298319
dMean__Myeloid_0_ti_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,1663,820,8,238864117336,514995580
dMean__Myeloid_0_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,186554442,55700646,8,238864118287,3578727827
dMean__Myeloid_0_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,55178044,16843923,8,238919819072,1228214943
dMean__Myeloid_0_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.13.tsv,69327087,20779493,8,238936663134,1678645646
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.3.tsv,256071748,83237646,8,238957442766,1749425919
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.15.tsv,141114187,46279500,8,239040680545,2841667893
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.16.tsv,206625783,68736558,8,239086960179,407844
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.4.tsv,185302555,60062691,8,239155696871,605857347
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.21.tsv,56072851,18436312,8,239215759695,1078078286
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.7.tsv,231612225,75862342,8,239234196141,2150001131
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.22.tsv,115528604,38069620,8,239310058616,2353951402
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,259566945,84156635,8,239348128370,1195740005
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.6.tsv,354059518,107790825,8,239432285139,3765403997
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.2.tsv,302794628,99242449,8,239540076097,2432406308
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.17.tsv,280341703,92225374,8,239639318679,4217311915
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/Cis_eqtls_qval.tsv,2941212,1256195,8,239731544187,3216665974
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.5.tsv,212431599,69299207,8,239732800501,2459982319
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.9.tsv,186646487,61631005,8,239802099841,3651880383
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.19.tsv,396942262,130584073,8,239863730979,1015217350
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,189964294,61234372,8,239994315186,2496871622
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,159145245,52257647,8,240055549692,2544513095
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,179791991,58560166,8,240107807472,913213765
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,431569057,140349052,8,240166367772,3199656424
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,131143448,43042767,8,240306716957,826019269
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,63708,26929,8,240349759858,2968340213
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,268963298,86820786,8,240349786913,2033902070
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,79755087,26144236,8,240436607833,661982313
dMean__T_10_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.13.tsv,87178520,28259145,8,240462752203,2299958298
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.3.tsv,256711308,84853267,8,240491011482,690607462
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.15.tsv,149521361,49715187,8,240575864891,4180783832
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.16.tsv,206645191,69666933,8,240625580221,706978428
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.4.tsv,190062220,62542337,8,240695247297,1752836344
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.21.tsv,54746776,18252935,8,240757789776,1313546983
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.7.tsv,239190863,79597826,8,240776042854,1938617033
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.22.tsv,101825489,33934073,8,240855640822,2753143030
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,264952119,87391324,8,240889575038,1193368529
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.6.tsv,317886402,99395259,8,240976966505,304743242
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.2.tsv,307027419,101961110,8,241076361906,2497058467
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.17.tsv,263636332,87940162,8,241178323158,3626008723
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/Cis_eqtls_qval.tsv,2879829,1234298,8,241266263463,1939992032
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.5.tsv,211588742,70067667,8,241267497889,2614293535
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.9.tsv,191855601,64230612,8,241337565698,2749107131
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.19.tsv,365034715,121767438,8,241401796452,2434311545
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,194674586,63774680,8,241523564033,3900303290
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,163570508,54461626,8,241587338856,3773056265
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,174853913,57827257,8,241641800624,1263399729
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,423277872,140199884,8,241699628024,1846090711
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,130255994,43393930,8,241839828050,1287934215
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,128701,53615,8,241883222123,1603148161
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,241666653,79299900,8,241883275873,3260625780
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,72941647,24195515,8,241962575916,2907765610
dMean__Epithelial_27_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.13.tsv,87034478,28689055,8,241986771574,1294485110
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.3.tsv,377564670,125918260,8,242015460772,3110937197
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.15.tsv,227481951,76278540,8,242141379165,1564789223
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.16.tsv,327512044,111038124,8,242217657839,2534922985
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.4.tsv,288642515,95928384,8,242328696097,4066760213
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.21.tsv,87894021,29501070,8,242424624614,3450946372
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.7.tsv,347148651,116589379,8,242454125818,2516157202
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.22.tsv,154977601,52045224,8,242570715330,1044072360
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,378108235,125804007,8,242622760688,3885465962
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.6.tsv,497837805,158532240,8,242748564829,2631951500
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.2.tsv,457353622,153086339,8,242907097202,3759942381
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.17.tsv,403085728,135318607,8,243060183674,146869002
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/Cis_eqtls_qval.tsv,4314990,1863464,8,243195502415,1749820725
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.5.tsv,317828835,106132619,8,243197365998,45195265
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.9.tsv,273431160,92276247,8,243303498750,3043975343
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.19.tsv,534026886,179494956,8,243395775130,4289535464
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,279187290,92331841,8,243575270220,3551409450
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,263604886,88534918,8,243667602195,686314380
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,256778274,85639965,8,243756137246,103040715
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,636542214,212557751,8,243841777345,3657996270
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,183170724,61460244,8,244054335229,924138426
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,1835792,752071,8,244115795607,173969112
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,372891791,123553078,8,244116547804,3384164435
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,129875882,43495263,8,244240101016,1753686856
dMean__Stem_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.13.tsv,129191191,42942178,8,244283596413,1434300893
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.3.tsv,214885618,70412852,8,244326538725,131166475
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.15.tsv,117927527,38977529,8,244396951710,462367997
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.16.tsv,155192980,52022737,8,244435929373,4053521939
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.4.tsv,160784159,52556297,8,244487952244,251444674
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.21.tsv,41089065,13588118,8,244540508674,687405836
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.7.tsv,196425458,65037542,8,244554096926,1451548559
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.22.tsv,89989105,29824574,8,244619134601,458304882
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,211506263,69299404,8,244648959309,1759645995
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.6.tsv,283937132,87450415,8,244718258847,2717324797
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.2.tsv,260376859,85985574,8,244805709395,206792743
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.17.tsv,212719715,70508490,8,244891695102,3401511643
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/Cis_eqtls_qval.tsv,2362462,998350,8,244962203726,418487808
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.5.tsv,179672208,59026648,8,244963202195,4179832157
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.9.tsv,149765972,49811847,8,245022228976,659796498
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.19.tsv,301277876,99698831,8,245072040956,1621082772
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,152883149,49747838,8,245171739921,4215682735
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,126700562,41853674,8,245221487893,4016089107
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,142653587,46857062,8,245263341700,1912612421
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,340801153,111850326,8,245310198896,2285060307
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,99001465,32760466,8,245422049355,132681577
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,23148,10099,8,245454809955,135583198
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,210686621,68593279,8,245454820180,260383971
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,70427060,23239490,8,245523413593,2619527975
dMean__Mast_ti_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.13.tsv,78323039,25587588,8,245546653217,1723074149
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.3.tsv,207973648,64546303,8,245572240939,2090552243
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.15.tsv,112616732,35375403,8,245636787384,1702475040
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.16.tsv,151235864,48653330,8,245672162930,274723309
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.4.tsv,163187921,50200359,8,245720816403,302734303
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.21.tsv,41471719,13073655,8,245771016904,718167346
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.7.tsv,186739124,58402988,8,245784090702,3029472775
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.22.tsv,77481990,24524451,8,245842493832,1517945862
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,213368294,66237028,8,245867018426,3536133207
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.6.tsv,263632401,74659473,8,245933255597,1330217681
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.2.tsv,249858158,78245020,8,246007915212,936271919
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.17.tsv,194083671,61286378,8,246086160374,222091640
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/Cis_eqtls_qval.tsv,2259966,930812,8,246147446895,998503307
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.5.tsv,183463880,57143928,8,246148377835,1569421001
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.9.tsv,157779196,49925705,8,246205521905,3439797607
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.19.tsv,253977287,80431249,8,246255447752,532621116
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,157071700,48339031,8,246335879144,393492173
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,128230626,40186901,8,246384218318,3620949540
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,135408169,42234922,8,246424405361,142502476
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,324754326,100706696,8,246466640426,2603245437
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,93964631,29614244,8,246567347264,583147999
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,1227,630,8,246596961651,3556800442
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,198572232,61052549,8,246596962416,562610046
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,62301229,19506501,8,246658015108,3963535058
dMean__Mesenchymal_6_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.13.tsv,76170610,23555165,8,246677521752,3284875439
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.3.tsv,310614070,103194030,8,246701077060,2888853645
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.15.tsv,169680684,56746213,8,246804271222,3347609409
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.16.tsv,253333507,85872271,8,246861017568,3842702440
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.4.tsv,228241898,75822866,8,246946889972,1952866926
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.21.tsv,69308241,23227728,8,247022712970,3760638820
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.7.tsv,269233841,90144469,8,247045940831,304513745
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.22.tsv,149244293,50036363,8,247136085432,3909384554
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,297044422,98653221,8,247186121928,1055706062
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.6.tsv,410924830,129621768,8,247284775282,3834578900
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.2.tsv,362046347,121161763,8,247414397182,3613698220
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.17.tsv,319957034,107255280,8,247535559077,3572201034
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/Cis_eqtls_qval.tsv,3494164,1508253,8,247642814490,2699824456
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.5.tsv,256294374,85441841,8,247644322861,1614465629
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.9.tsv,217007449,73094950,8,247729764834,2186572042
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.19.tsv,446559782,149853497,8,247802859916,2482552238
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,213426767,70469431,8,247952713546,412479518
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,202082837,67700763,8,248023183110,3049122097
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,216750755,72144747,8,248090884005,3400874782
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,513287198,170963391,8,248163028885,3139532058
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,153088879,51295126,8,248333992408,2774181464
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,535432,220043,8,248385287667,3128086731
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,327975750,108384751,8,248385507835,3514784122
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,87486705,29221529,8,248493892719,3998223001
dMean__B_1_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.13.tsv,103516224,34315191,8,248523114381,2894008552
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.3.tsv,220188263,71184163,8,248557429705,1430192558
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.15.tsv,117779245,38397996,8,248628614010,2932839812
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.16.tsv,160864805,53322776,8,248667012149,4187441491
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.4.tsv,166512313,53610723,8,248720335068,3332148253
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.21.tsv,41731283,13621745,8,248773945933,2127370572
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.7.tsv,188580843,61449451,8,248787567821,1016316158
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.22.tsv,82475666,27034014,8,248849017414,4286774928
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,215232099,69436528,8,248876051571,693533467
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.6.tsv,275028972,83390442,8,248945488242,1650945179
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.2.tsv,264306652,86050123,8,249028878826,1589849565
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.17.tsv,207860782,68004470,8,249114929091,4125767298
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/Cis_eqtls_qval.tsv,2363160,985069,8,249182933704,1378121417
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.5.tsv,185322437,60008185,8,249183918901,2341678076
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.9.tsv,161384357,52966708,8,249243927228,4044669957
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.19.tsv,262297984,85957436,8,249296894078,2073754380
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.10.tsv,166582175,53380976,8,249382851657,2520207661
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.8.tsv,142274474,46315299,8,249436232776,1190733834
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.14.tsv,145264111,47146280,8,249482548217,763430780
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.1.tsv,333971243,108060642,8,249529694640,1036062099
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.20.tsv,101691464,33178341,8,249637755424,145460851
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/Cis_eqtls_independent.tsv,2291,1121,8,249670933908,4252387924
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.12.tsv,214719857,68884360,8,249670935164,2168824177
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.18.tsv,64454842,20990376,8,249739819667,1829369429
dMean__Mesenchymal_2_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.13.tsv,78687908,25336690,8,249760810186,1944358059
dMean__T_15_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.3.tsv,267668256,84527275,8,249786147019,3675072428
dMean__T_15_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.15.tsv,153220085,49065934,8,249870674427,1746842639
dMean__T_15_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.16.tsv,225812157,73375568,8,249919740495,3163118241
dMean__T_15_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.4.tsv,190930193,59982962,8,249993116197,4138248145
dMean__T_15_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.21.tsv,58588681,18753211,8,250053099292,1206992003
dMean__T_15_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.7.tsv,248709572,79206968,8,250071852637,3162761974
dMean__T_15_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.22.tsv,118576218,38177082,8,250151059738,1431933335
dMean__T_15_ct_all/OPTIM_pcs/base_output/base/cis_nominal1.cis_qtl_pairs.11.tsv,270832451,85481161,8,250189236954,829006744
