dataset_key,dataset_id,modality,suspension_type,assay,author_cell_type,cohort,gene,cell_threshold,status,gene_status,gene_feature_present,eligible_donors,observed_donors,retained_cells,observed_retained_cells,donors_with_gene_umis_gt0,donor_weighted_median_log2_cpm1,donor_weighted_median_cpm,donor_weighted_median_detection_fraction,observed_detection_fraction,minimum_log2_cpm1,maximum_log2_cpm1,all_feature_umis,positive_denominator_donors
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato,PSC,UBASH3A,50,evaluable_descriptive,present,True,4,8,412,469,3,3.5656446080715267,18.64752881230659,0.12440381558028617,0.09951456310679611,0.0,5.917239400782017,2625502,4
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PBC,BCL2L11,20,no_eligible_donors,present,True,0,2,0,30,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PBC,ETS2,20,no_eligible_donors,present,True,0,2,0,30,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PBC,PFKFB3,20,no_eligible_donors,present,True,0,2,0,30,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PBC,PRKD2,20,no_eligible_donors,present,True,0,2,0,30,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PBC,UBASH3A,20,no_eligible_donors,present,True,0,2,0,30,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PBC,BCL2L11,50,no_eligible_donors,present,True,0,2,0,30,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PBC,ETS2,50,no_eligible_donors,present,True,0,2,0,30,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PBC,PFKFB3,50,no_eligible_donors,present,True,0,2,0,30,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PBC,PRKD2,50,no_eligible_donors,present,True,0,2,0,30,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PBC,UBASH3A,50,no_eligible_donors,present,True,0,2,0,30,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PSC,BCL2L11,20,evaluable_descriptive,present,True,5,7,477,497,5,4.113010952143881,16.303727575581362,0.10344827586206896,0.07127882599580712,3.475507876176502,4.606908307192885,2645594,5
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PSC,ETS2,20,evaluable_descriptive,present,True,5,7,477,497,5,7.206853668534061,146.73354818023228,0.6,0.4716981132075472,6.189927272463644,7.7355988563247555,2645594,5
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PSC,PFKFB3,20,evaluable_descriptive,present,True,5,7,477,497,5,4.264676751625258,18.221869482822854,0.10344827586206896,0.1111111111111111,1.398614016063956,5.2626058044450605,2645594,5
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PSC,PRKD2,20,evaluable_descriptive,present,True,5,7,477,497,5,3.19887266259681,8.182408802962687,0.07420494699646643,0.08385744234800839,2.6858450549003146,4.739019511174488,2645594,5
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PSC,UBASH3A,20,evaluable_descriptive,present,True,5,7,477,497,1,0.0,0.0,0.0,0.0020964360587002098,0.0,2.336084633509493,2645594,5
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PSC,BCL2L11,50,evaluable_descriptive,present,True,3,7,402,497,3,3.9067476659148315,13.998514003898046,0.06153846153846154,0.05472636815920398,3.475507876176502,4.606908307192885,1850520,3
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PSC,ETS2,50,evaluable_descriptive,present,True,3,7,402,497,3,7.4012731757622054,168.04612967492184,0.42402826855123676,0.44527363184079605,6.19850201624464,7.7355988563247555,1850520,3
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PSC,PFKFB3,50,evaluable_descriptive,present,True,3,7,402,497,3,5.148034401479046,34.45788062497981,0.1076923076923077,0.12189054726368159,4.264676751625258,5.2626058044450605,1850520,3
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PSC,PRKD2,50,evaluable_descriptive,present,True,3,7,402,497,3,4.561508472793809,22.612984160143,0.07420494699646643,0.0845771144278607,3.1856459481485846,4.739019511174488,1850520,3
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,C-Hepato2,PSC,UBASH3A,50,evaluable_descriptive,present,True,3,7,402,497,1,0.0,0.0,0.0,0.0024875621890547263,0.0,2.336084633509493,1850520,3
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PBC,BCL2L11,20,evaluable_descriptive,present,True,2,2,331,331,2,5.96478630585719,66.5751556705197,0.2549019607843137,0.2930513595166163,5.384632066364528,6.544940545349853,1857375,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PBC,ETS2,20,evaluable_descriptive,present,True,2,2,331,331,2,4.182803143904929,17.597877432724495,0.0960545193687231,0.1027190332326284,3.8671339854923863,4.498472302317472,1857375,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PBC,PFKFB3,20,evaluable_descriptive,present,True,2,2,331,331,2,5.981752445480531,63.08858089490582,0.24366331898613103,0.24773413897280966,5.73950758399013,6.223997306970932,1857375,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PBC,PRKD2,20,evaluable_descriptive,present,True,2,2,331,331,2,6.367594201215933,81.66956680791252,0.38089430894308945,0.3716012084592145,6.297745429539147,6.437442972892719,1857375,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PBC,UBASH3A,20,evaluable_descriptive,present,True,2,2,331,331,2,5.226550694391379,36.47194986006713,0.18558106169296987,0.18429003021148035,5.167983753857796,5.285117634924961,1857375,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PBC,BCL2L11,50,evaluable_descriptive,present,True,2,2,331,331,2,5.96478630585719,66.5751556705197,0.2549019607843137,0.2930513595166163,5.384632066364528,6.544940545349853,1857375,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PBC,ETS2,50,evaluable_descriptive,present,True,2,2,331,331,2,4.182803143904929,17.597877432724495,0.0960545193687231,0.1027190332326284,3.8671339854923863,4.498472302317472,1857375,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PBC,PFKFB3,50,evaluable_descriptive,present,True,2,2,331,331,2,5.981752445480531,63.08858089490582,0.24366331898613103,0.24773413897280966,5.73950758399013,6.223997306970932,1857375,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PBC,PRKD2,50,evaluable_descriptive,present,True,2,2,331,331,2,6.367594201215933,81.66956680791252,0.38089430894308945,0.3716012084592145,6.297745429539147,6.437442972892719,1857375,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PBC,UBASH3A,50,evaluable_descriptive,present,True,2,2,331,331,2,5.226550694391379,36.47194986006713,0.18558106169296987,0.18429003021148035,5.167983753857796,5.285117634924961,1857375,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PSC,BCL2L11,20,evaluable_descriptive,present,True,6,8,1519,1542,6,5.91913971507577,59.65122594686605,0.1953781512605042,0.27123107307439104,4.793579501394468,7.011475951165438,7987570,6
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PSC,ETS2,20,evaluable_descriptive,present,True,6,8,1519,1542,6,3.922391137952458,14.261672469770176,0.05349511599511599,0.09940750493745885,3.309075139051388,5.479885665772444,7987570,6
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PSC,PFKFB3,20,evaluable_descriptive,present,True,6,8,1519,1542,6,5.673516390671983,50.30605272445995,0.1380952380952381,0.22909809084924293,4.23439490387361,6.1206700762351645,7987570,6
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PSC,PRKD2,20,evaluable_descriptive,present,True,6,8,1519,1542,6,5.79726132148644,54.61719590377475,0.18823529411764706,0.36603028308097435,3.309075139051388,6.602763122552787,7987570,6
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PSC,UBASH3A,20,evaluable_descriptive,present,True,6,8,1519,1542,6,5.917589147574641,59.581693794927034,0.18968253968253967,0.26596445029624755,4.23439490387361,6.256287518638572,7987570,6
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PSC,BCL2L11,50,evaluable_descriptive,present,True,4,8,1446,1542,4,6.110082371385829,68.21797514094179,0.2546123161306407,0.27869986168741356,5.445260595439517,7.011475951165438,7767319,4
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PSC,ETS2,50,evaluable_descriptive,present,True,4,8,1446,1542,4,4.338369940985221,19.53536316073803,0.08862766814337494,0.10304287690179806,3.7570835383820826,5.479885665772444,7767319,4
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PSC,PFKFB3,50,evaluable_descriptive,present,True,4,8,1446,1542,4,5.794766676950527,55.48045685824242,0.19395604395604396,0.23651452282157676,5.479885665772444,6.1206700762351645,7767319,4
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PSC,PRKD2,50,evaluable_descriptive,present,True,4,8,1446,1542,4,6.056734712647426,66.85511000852466,0.23942307692307693,0.3796680497925311,5.5258820163095335,6.602763122552787,7767319,4
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD3T-lrNK,PSC,UBASH3A,50,evaluable_descriptive,present,True,4,8,1446,1542,4,6.015578097615979,63.69484839388408,0.2489010989010989,0.2745504840940526,5.674750452750595,6.256287518638572,7767319,4
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PBC,BCL2L11,20,evaluable_descriptive,present,True,2,2,1596,1596,2,5.309467072711364,39.35466244036733,0.14640160133963204,0.14097744360902256,5.039049552844876,5.579884592577852,9339318,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PBC,ETS2,20,evaluable_descriptive,present,True,2,2,1596,1596,2,4.205449611558722,17.686900599062145,0.0856031664029617,0.08333333333333333,3.9738786391144205,4.437020584003023,9339318,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PBC,PFKFB3,20,evaluable_descriptive,present,True,2,2,1596,1596,2,7.545611064026605,200.0684884530855,0.5265505285165746,0.5075187969924813,6.985959899123997,8.105262228929213,9339318,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PBC,PRKD2,20,evaluable_descriptive,present,True,2,2,1596,1596,2,5.663158368825976,49.7158861554136,0.23704944103724312,0.23684210526315788,5.604124986559162,5.72219175109279,9339318,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PBC,UBASH3A,20,evaluable_descriptive,present,True,2,2,1596,1596,2,5.041391550306637,31.941408701092705,0.16361098200274338,0.16541353383458646,5.005807475163286,5.076975625449986,9339318,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PBC,BCL2L11,50,evaluable_descriptive,present,True,2,2,1596,1596,2,5.309467072711364,39.35466244036733,0.14640160133963204,0.14097744360902256,5.039049552844876,5.579884592577852,9339318,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PBC,ETS2,50,evaluable_descriptive,present,True,2,2,1596,1596,2,4.205449611558722,17.686900599062145,0.0856031664029617,0.08333333333333333,3.9738786391144205,4.437020584003023,9339318,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PBC,PFKFB3,50,evaluable_descriptive,present,True,2,2,1596,1596,2,7.545611064026605,200.0684884530855,0.5265505285165746,0.5075187969924813,6.985959899123997,8.105262228929213,9339318,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PBC,PRKD2,50,evaluable_descriptive,present,True,2,2,1596,1596,2,5.663158368825976,49.7158861554136,0.23704944103724312,0.23684210526315788,5.604124986559162,5.72219175109279,9339318,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PBC,UBASH3A,50,evaluable_descriptive,present,True,2,2,1596,1596,2,5.041391550306637,31.941408701092705,0.16361098200274338,0.16541353383458646,5.005807475163286,5.076975625449986,9339318,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PSC,BCL2L11,20,evaluable_descriptive,present,True,8,8,3764,3764,8,5.741455746986228,53.37850998691249,0.12931034482758622,0.16923485653560041,3.510843472218996,6.524738660891754,19951674,8
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PSC,ETS2,20,evaluable_descriptive,present,True,8,8,3764,3764,8,4.035664843821337,15.411125042564237,0.06660671462829737,0.06774707757704569,3.3132331078419086,4.670500561944029,19951674,8
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PSC,PFKFB3,20,evaluable_descriptive,present,True,8,8,3764,3764,8,6.240731220781724,74.70421191605553,0.24007936507936506,0.21785334750265675,3.070967112425335,7.0595009531239805,19951674,8
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PSC,PRKD2,20,evaluable_descriptive,present,True,8,8,3764,3764,8,5.333557862665403,39.35322649798435,0.17230881961097788,0.16764080765143463,4.311621345980332,6.027215516905706,19951674,8
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PSC,UBASH3A,20,evaluable_descriptive,present,True,8,8,3764,3764,8,5.4884670290548545,43.8945190960567,0.18242803021162618,0.21200850159404888,5.12088929535329,5.913580527234316,19951674,8
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PSC,BCL2L11,50,evaluable_descriptive,present,True,7,8,3719,3764,7,6.002610476753216,63.115909288583644,0.13793103448275862,0.1704759343909653,4.761354743836731,6.524738660891754,19567024,7
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PSC,ETS2,50,evaluable_descriptive,present,True,7,8,3719,3764,7,3.983651989415345,14.819718128961187,0.06654676258992806,0.06695348211884915,3.3132331078419086,4.670500561944029,19567024,7
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PSC,PFKFB3,50,evaluable_descriptive,present,True,7,8,3719,3764,7,6.30805866813112,78.23460067459563,0.2357142857142857,0.21753159451465448,3.070967112425335,7.0595009531239805,19567024,7
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PSC,PRKD2,50,evaluable_descriptive,present,True,7,8,3719,3764,7,5.388718546960863,40.895359443538624,0.16296296296296298,0.1667114815810702,4.311621345980332,6.027215516905706,19567024,7
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T,PSC,UBASH3A,50,evaluable_descriptive,present,True,7,8,3719,3764,7,5.4895298977675315,43.92759398002907,0.1724137931034483,0.2116160258133907,5.135613368351093,5.913580527234316,19567024,7
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T--RBC-Doublet,PSC,BCL2L11,20,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T--RBC-Doublet,PSC,ETS2,20,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T--RBC-Doublet,PSC,PFKFB3,20,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T--RBC-Doublet,PSC,PRKD2,20,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T--RBC-Doublet,PSC,UBASH3A,20,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T--RBC-Doublet,PSC,BCL2L11,50,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T--RBC-Doublet,PSC,ETS2,50,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T--RBC-Doublet,PSC,PFKFB3,50,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T--RBC-Doublet,PSC,PRKD2,50,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD4T--RBC-Doublet,PSC,UBASH3A,50,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PBC,BCL2L11,20,evaluable_descriptive,present,True,2,2,1386,1386,2,5.798347331008828,55.21711706687641,0.2086180253925827,0.2077922077922078,5.592822083637355,6.003872578380301,7936195,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PBC,ETS2,20,evaluable_descriptive,present,True,2,2,1386,1386,2,4.293675456034661,18.666357956578164,0.09596349816237888,0.09595959595959595,4.186430465001407,4.400920447067915,7936195,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PBC,PFKFB3,20,evaluable_descriptive,present,True,2,2,1386,1386,2,7.041104502836429,132.94527812728217,0.3856874373538256,0.3852813852813853,6.775044496279615,7.307164509393243,7936195,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PBC,PRKD2,20,evaluable_descriptive,present,True,2,2,1386,1386,2,6.066863547277408,66.71859587146884,0.2963623454727698,0.2950937950937951,5.861152011585758,6.272575082969058,7936195,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PBC,UBASH3A,20,evaluable_descriptive,present,True,2,2,1386,1386,2,5.700280779892971,51.08890370397488,0.2476027397260274,0.2474747474747475,5.613251540733958,5.787310019051983,7936195,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PBC,BCL2L11,50,evaluable_descriptive,present,True,2,2,1386,1386,2,5.798347331008828,55.21711706687641,0.2086180253925827,0.2077922077922078,5.592822083637355,6.003872578380301,7936195,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PBC,ETS2,50,evaluable_descriptive,present,True,2,2,1386,1386,2,4.293675456034661,18.666357956578164,0.09596349816237888,0.09595959595959595,4.186430465001407,4.400920447067915,7936195,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PBC,PFKFB3,50,evaluable_descriptive,present,True,2,2,1386,1386,2,7.041104502836429,132.94527812728217,0.3856874373538256,0.3852813852813853,6.775044496279615,7.307164509393243,7936195,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PBC,PRKD2,50,evaluable_descriptive,present,True,2,2,1386,1386,2,6.066863547277408,66.71859587146884,0.2963623454727698,0.2950937950937951,5.861152011585758,6.272575082969058,7936195,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PBC,UBASH3A,50,evaluable_descriptive,present,True,2,2,1386,1386,2,5.700280779892971,51.08890370397488,0.2476027397260274,0.2474747474747475,5.613251540733958,5.787310019051983,7936195,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PSC,BCL2L11,20,evaluable_descriptive,present,True,8,8,4601,4601,8,5.542581585362108,45.67586447051911,0.13646572104018911,0.21756139969571833,4.484463729693694,6.721700225850122,23563719,8
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PSC,ETS2,20,evaluable_descriptive,present,True,8,8,4601,4601,8,4.291227585636467,18.583445288014424,0.07608757078110695,0.09584872853727451,3.5098508845619794,4.666293839353058,23563719,8
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PSC,PFKFB3,20,evaluable_descriptive,present,True,8,8,4601,4601,8,6.23570689136465,75.37340471975851,0.2235841950284188,0.26559443599217564,3.8202562563102656,7.132539949230353,23563719,8
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PSC,PRKD2,20,evaluable_descriptive,present,True,8,8,4601,4601,8,5.682115052784239,50.378344147360934,0.20039083725589038,0.24646815909584874,4.408409006294615,6.254541810530031,23563719,8
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PSC,UBASH3A,20,evaluable_descriptive,present,True,8,8,4601,4601,8,5.829078480971409,55.86134174223924,0.24434572210543015,0.24494675070636818,4.5831624799146145,6.422118632010572,23563719,8
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PSC,BCL2L11,50,evaluable_descriptive,present,True,8,8,4601,4601,8,5.542581585362108,45.67586447051911,0.13646572104018911,0.21756139969571833,4.484463729693694,6.721700225850122,23563719,8
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PSC,ETS2,50,evaluable_descriptive,present,True,8,8,4601,4601,8,4.291227585636467,18.583445288014424,0.07608757078110695,0.09584872853727451,3.5098508845619794,4.666293839353058,23563719,8
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PSC,PFKFB3,50,evaluable_descriptive,present,True,8,8,4601,4601,8,6.23570689136465,75.37340471975851,0.2235841950284188,0.26559443599217564,3.8202562563102656,7.132539949230353,23563719,8
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PSC,PRKD2,50,evaluable_descriptive,present,True,8,8,4601,4601,8,5.682115052784239,50.378344147360934,0.20039083725589038,0.24646815909584874,4.408409006294615,6.254541810530031,23563719,8
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T,PSC,UBASH3A,50,evaluable_descriptive,present,True,8,8,4601,4601,8,5.829078480971409,55.86134174223924,0.24434572210543015,0.24494675070636818,4.5831624799146145,6.422118632010572,23563719,8
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T-cNK,PBC,BCL2L11,20,evaluable_descriptive,present,True,2,2,634,634,2,6.21862843712135,74.54918394374923,0.31689815919685616,0.3217665615141956,5.973557235358102,6.463699638884597,3989588,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T-cNK,PBC,ETS2,20,evaluable_descriptive,present,True,2,2,634,634,2,3.927171096214974,14.213182330048209,0.09002752454139024,0.0804416403785489,3.912075977663134,3.9422662147668146,3989588,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T-cNK,PBC,PFKFB3,20,evaluable_descriptive,present,True,2,2,634,634,2,5.608665689891055,52.110477639016665,0.20655338647319937,0.16876971608832808,5.006302543279726,6.211028836502383,3989588,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T-cNK,PBC,PRKD2,20,evaluable_descriptive,present,True,2,2,634,634,2,6.050374303771154,66.5687927994656,0.36718215518750097,0.3580441640378549,5.765673702424758,6.3350749051175494,3989588,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T-cNK,PBC,UBASH3A,20,evaluable_descriptive,present,True,2,2,634,634,2,4.7032796907307395,25.75005659897019,0.15453518527357485,0.15457413249211358,4.369858317150174,5.036701064311305,3989588,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T-cNK,PBC,BCL2L11,50,evaluable_descriptive,present,True,2,2,634,634,2,6.21862843712135,74.54918394374923,0.31689815919685616,0.3217665615141956,5.973557235358102,6.463699638884597,3989588,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T-cNK,PBC,ETS2,50,evaluable_descriptive,present,True,2,2,634,634,2,3.927171096214974,14.213182330048209,0.09002752454139024,0.0804416403785489,3.912075977663134,3.9422662147668146,3989588,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T-cNK,PBC,PFKFB3,50,evaluable_descriptive,present,True,2,2,634,634,2,5.608665689891055,52.110477639016665,0.20655338647319937,0.16876971608832808,5.006302543279726,6.211028836502383,3989588,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T-cNK,PBC,PRKD2,50,evaluable_descriptive,present,True,2,2,634,634,2,6.050374303771154,66.5687927994656,0.36718215518750097,0.3580441640378549,5.765673702424758,6.3350749051175494,3989588,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T-cNK,PBC,UBASH3A,50,evaluable_descriptive,present,True,2,2,634,634,2,4.7032796907307395,25.75005659897019,0.15453518527357485,0.15457413249211358,4.369858317150174,5.036701064311305,3989588,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T-cNK,PSC,BCL2L11,20,evaluable_descriptive,present,True,6,8,1318,1337,6,5.742155684839923,52.93806817236967,0.1694746694746695,0.20257966616084977,4.153709479851756,6.723572004071765,8287842,6
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T-cNK,PSC,ETS2,20,evaluable_descriptive,present,True,6,8,1318,1337,6,3.877121955264773,13.717215023108142,0.06214377642949071,0.082701062215478,3.0368305064859897,4.643758690242307,8287842,6
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v2,CD8T-cNK,PSC,PFKFB3,20,evaluable_descriptive,present,True,6,8,1318,1337,6,5.3424715390452295,39.591566296265675,0.162092423176167,0.17071320182094082,2.8957772367324974,5.797788154445466,8287842,6
