dataset_key,dataset_id,modality,suspension_type,assay,author_cell_type,cohort,gene,cell_threshold,status,gene_status,gene_feature_present,eligible_donors,observed_donors,retained_cells,observed_retained_cells,donors_with_gene_umis_gt0,donor_weighted_median_log2_cpm1,donor_weighted_median_cpm,donor_weighted_median_detection_fraction,observed_detection_fraction,minimum_log2_cpm1,maximum_log2_cpm1,all_feature_umis,positive_denominator_donors
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,ActMac,Control,BCL2L11,20,evaluable_descriptive,present,True,1,5,32,60,1,5.363674204917564,40.174356708113216,0.125,0.125,5.363674204917564,5.363674204917564,99566,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,ActMac,Control,ETS2,20,evaluable_descriptive,present,True,1,5,32,60,1,8.332684904324918,321.3948536649057,0.5625,0.5625,8.332684904324918,8.332684904324918,99566,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,ActMac,Control,PFKFB3,20,evaluable_descriptive,present,True,1,5,32,60,1,5.678577489159247,50.21794588514152,0.125,0.125,5.678577489159247,5.678577489159247,99566,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,ActMac,Control,PRKD2,20,evaluable_descriptive,present,True,1,5,32,60,0,0.0,0.0,0.0,0.0,0.0,0.0,99566,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,ActMac,Control,UBASH3A,20,evaluable_descriptive,present,True,1,5,32,60,0,0.0,0.0,0.0,0.0,0.0,0.0,99566,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,ActMac,Control,BCL2L11,50,no_eligible_donors,present,True,0,5,0,60,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,ActMac,Control,ETS2,50,no_eligible_donors,present,True,0,5,0,60,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,ActMac,Control,PFKFB3,50,no_eligible_donors,present,True,0,5,0,60,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,ActMac,Control,PRKD2,50,no_eligible_donors,present,True,0,5,0,60,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,ActMac,Control,UBASH3A,50,no_eligible_donors,present,True,0,5,0,60,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,AntiB,Control,BCL2L11,20,evaluable_descriptive,present,True,2,6,69,106,2,4.524531686489096,23.0637235782076,0.08695652173913043,0.08695652173913043,4.09074211757505,4.958321255403144,349102,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,AntiB,Control,ETS2,20,evaluable_descriptive,present,True,2,6,69,106,2,5.6593629986092875,70.20170201300321,0.1847826086956522,0.14492753623188406,4.395635693245708,6.923090303972867,349102,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,AntiB,Control,PFKFB3,20,evaluable_descriptive,present,True,2,6,69,106,1,1.7316534512195434,5.0147936412416625,0.021739130434782608,0.014492753623188406,0.0,3.463306902439087,349102,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,AntiB,Control,PRKD2,20,evaluable_descriptive,present,True,2,6,69,106,2,4.878664048875997,30.077943918689854,0.15217391304347827,0.17391304347826086,4.396376984509911,5.360951113242083,349102,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,AntiB,Control,UBASH3A,20,evaluable_descriptive,present,True,2,6,69,106,0,0.0,0.0,0.0,0.0,0.0,0.0,349102,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,AntiB,Control,BCL2L11,50,no_eligible_donors,present,True,0,6,0,106,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,AntiB,Control,ETS2,50,no_eligible_donors,present,True,0,6,0,106,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,AntiB,Control,PFKFB3,50,no_eligible_donors,present,True,0,6,0,106,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,AntiB,Control,PRKD2,50,no_eligible_donors,present,True,0,6,0,106,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,AntiB,Control,UBASH3A,50,no_eligible_donors,present,True,0,6,0,106,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Arterial,Control,BCL2L11,20,no_eligible_donors,present,True,0,5,0,52,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Arterial,Control,ETS2,20,no_eligible_donors,present,True,0,5,0,52,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Arterial,Control,PFKFB3,20,no_eligible_donors,present,True,0,5,0,52,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Arterial,Control,PRKD2,20,no_eligible_donors,present,True,0,5,0,52,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Arterial,Control,UBASH3A,20,no_eligible_donors,present,True,0,5,0,52,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Arterial,Control,BCL2L11,50,no_eligible_donors,present,True,0,5,0,52,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Arterial,Control,ETS2,50,no_eligible_donors,present,True,0,5,0,52,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Arterial,Control,PFKFB3,50,no_eligible_donors,present,True,0,5,0,52,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Arterial,Control,PRKD2,50,no_eligible_donors,present,True,0,5,0,52,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Arterial,Control,UBASH3A,50,no_eligible_donors,present,True,0,5,0,52,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato,Control,BCL2L11,20,evaluable_descriptive,present,True,5,6,1802,1818,5,2.4353530841946887,4.4089669569971415,0.0392156862745098,0.06770255271920089,1.4690816185814881,3.4213129229783235,17545726,5
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato,Control,ETS2,20,evaluable_descriptive,present,True,5,6,1802,1818,5,6.236583192266928,74.40473383851852,0.35294117647058826,0.4345172031076582,5.537918980650127,6.524745210540214,17545726,5
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato,Control,PFKFB3,20,evaluable_descriptive,present,True,5,6,1802,1818,4,1.8746754928535077,2.66719121427214,0.01948051948051948,0.03107658157602664,0.0,4.3542417317947955,17545726,5
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato,Control,PRKD2,20,evaluable_descriptive,present,True,5,6,1802,1818,5,2.4385962976508297,4.421140123615078,0.030332681017612523,0.033851276359600446,1.9595688124370427,3.5224050906621143,17545726,5
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato,Control,UBASH3A,20,evaluable_descriptive,present,True,5,6,1802,1818,1,0.0,0.0,0.0,0.0011098779134295228,0.0,1.7360787470164163,17545726,5
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato,Control,BCL2L11,50,evaluable_descriptive,present,True,5,6,1802,1818,5,2.4353530841946887,4.4089669569971415,0.0392156862745098,0.06770255271920089,1.4690816185814881,3.4213129229783235,17545726,5
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato,Control,ETS2,50,evaluable_descriptive,present,True,5,6,1802,1818,5,6.236583192266928,74.40473383851852,0.35294117647058826,0.4345172031076582,5.537918980650127,6.524745210540214,17545726,5
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato,Control,PFKFB3,50,evaluable_descriptive,present,True,5,6,1802,1818,4,1.8746754928535077,2.66719121427214,0.01948051948051948,0.03107658157602664,0.0,4.3542417317947955,17545726,5
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato,Control,PRKD2,50,evaluable_descriptive,present,True,5,6,1802,1818,5,2.4385962976508297,4.421140123615078,0.030332681017612523,0.033851276359600446,1.9595688124370427,3.5224050906621143,17545726,5
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato,Control,UBASH3A,50,evaluable_descriptive,present,True,5,6,1802,1818,1,0.0,0.0,0.0,0.0011098779134295228,0.0,1.7360787470164163,17545726,5
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato2,Control,BCL2L11,20,evaluable_descriptive,present,True,1,3,66,82,1,3.169876637821889,7.999698297092795,0.10606060606060606,0.10606060606060606,3.169876637821889,3.169876637821889,875033,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato2,Control,ETS2,20,evaluable_descriptive,present,True,1,3,66,82,1,6.582760192573214,94.85356552267173,0.6666666666666666,0.6666666666666666,6.582760192573214,6.582760192573214,875033,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato2,Control,PFKFB3,20,evaluable_descriptive,present,True,1,3,66,82,1,3.879094893715364,13.713768509301934,0.16666666666666666,0.16666666666666666,3.879094893715364,3.879094893715364,875033,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato2,Control,PRKD2,20,evaluable_descriptive,present,True,1,3,66,82,1,2.4780026535202766,4.571256169767311,0.06060606060606061,0.06060606060606061,2.4780026535202766,2.4780026535202766,875033,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato2,Control,UBASH3A,20,evaluable_descriptive,present,True,1,3,66,82,0,0.0,0.0,0.0,0.0,0.0,0.0,875033,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato2,Control,BCL2L11,50,evaluable_descriptive,present,True,1,3,66,82,1,3.169876637821889,7.999698297092795,0.10606060606060606,0.10606060606060606,3.169876637821889,3.169876637821889,875033,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato2,Control,ETS2,50,evaluable_descriptive,present,True,1,3,66,82,1,6.582760192573214,94.85356552267173,0.6666666666666666,0.6666666666666666,6.582760192573214,6.582760192573214,875033,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato2,Control,PFKFB3,50,evaluable_descriptive,present,True,1,3,66,82,1,3.879094893715364,13.713768509301934,0.16666666666666666,0.16666666666666666,3.879094893715364,3.879094893715364,875033,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato2,Control,PRKD2,50,evaluable_descriptive,present,True,1,3,66,82,1,2.4780026535202766,4.571256169767311,0.06060606060606061,0.06060606060606061,2.4780026535202766,2.4780026535202766,875033,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,C-Hepato2,Control,UBASH3A,50,evaluable_descriptive,present,True,1,3,66,82,0,0.0,0.0,0.0,0.0,0.0,0.0,875033,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD3T-lrNK,Control,BCL2L11,20,evaluable_descriptive,present,True,1,3,42,46,0,0.0,0.0,0.0,0.0,0.0,0.0,93193,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD3T-lrNK,Control,ETS2,20,evaluable_descriptive,present,True,1,3,42,46,1,3.5521827229388214,10.730419666713166,0.023809523809523808,0.023809523809523808,3.5521827229388214,3.5521827229388214,93193,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD3T-lrNK,Control,PFKFB3,20,evaluable_descriptive,present,True,1,3,42,46,0,0.0,0.0,0.0,0.0,0.0,0.0,93193,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD3T-lrNK,Control,PRKD2,20,evaluable_descriptive,present,True,1,3,42,46,0,0.0,0.0,0.0,0.0,0.0,0.0,93193,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD3T-lrNK,Control,UBASH3A,20,evaluable_descriptive,present,True,1,3,42,46,1,4.489339935339438,21.460839333426332,0.047619047619047616,0.047619047619047616,4.489339935339438,4.489339935339438,93193,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD3T-lrNK,Control,BCL2L11,50,no_eligible_donors,present,True,0,3,0,46,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD3T-lrNK,Control,ETS2,50,no_eligible_donors,present,True,0,3,0,46,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD3T-lrNK,Control,PFKFB3,50,no_eligible_donors,present,True,0,3,0,46,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD3T-lrNK,Control,PRKD2,50,no_eligible_donors,present,True,0,3,0,46,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD3T-lrNK,Control,UBASH3A,50,no_eligible_donors,present,True,0,3,0,46,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T,Control,BCL2L11,20,evaluable_descriptive,present,True,1,5,107,141,0,0.0,0.0,0.0,0.0,0.0,0.0,278904,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T,Control,ETS2,20,evaluable_descriptive,present,True,1,5,107,141,1,5.33771444851486,39.4400940825517,0.102803738317757,0.102803738317757,5.33771444851486,5.33771444851486,278904,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T,Control,PFKFB3,20,evaluable_descriptive,present,True,1,5,107,141,1,3.0304996210680346,7.170926196827582,0.018691588785046728,0.018691588785046728,3.0304996210680346,3.0304996210680346,278904,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T,Control,PRKD2,20,evaluable_descriptive,present,True,1,5,107,141,1,3.555373132467914,10.756389295241373,0.028037383177570093,0.028037383177570093,3.555373132467914,3.555373132467914,278904,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T,Control,UBASH3A,20,evaluable_descriptive,present,True,1,5,107,141,1,3.555373132467914,10.756389295241373,0.028037383177570093,0.028037383177570093,3.555373132467914,3.555373132467914,278904,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T,Control,BCL2L11,50,evaluable_descriptive,present,True,1,5,107,141,0,0.0,0.0,0.0,0.0,0.0,0.0,278904,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T,Control,ETS2,50,evaluable_descriptive,present,True,1,5,107,141,1,5.33771444851486,39.4400940825517,0.102803738317757,0.102803738317757,5.33771444851486,5.33771444851486,278904,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T,Control,PFKFB3,50,evaluable_descriptive,present,True,1,5,107,141,1,3.0304996210680346,7.170926196827582,0.018691588785046728,0.018691588785046728,3.0304996210680346,3.0304996210680346,278904,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T,Control,PRKD2,50,evaluable_descriptive,present,True,1,5,107,141,1,3.555373132467914,10.756389295241373,0.028037383177570093,0.028037383177570093,3.555373132467914,3.555373132467914,278904,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T,Control,UBASH3A,50,evaluable_descriptive,present,True,1,5,107,141,1,3.555373132467914,10.756389295241373,0.028037383177570093,0.028037383177570093,3.555373132467914,3.555373132467914,278904,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T--RBC-Doublet,Control,BCL2L11,20,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T--RBC-Doublet,Control,ETS2,20,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T--RBC-Doublet,Control,PFKFB3,20,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T--RBC-Doublet,Control,PRKD2,20,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T--RBC-Doublet,Control,UBASH3A,20,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T--RBC-Doublet,Control,BCL2L11,50,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T--RBC-Doublet,Control,ETS2,50,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T--RBC-Doublet,Control,PFKFB3,50,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T--RBC-Doublet,Control,PRKD2,50,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD4T--RBC-Doublet,Control,UBASH3A,50,no_eligible_donors,present,True,0,0,0,0,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T,Control,BCL2L11,20,evaluable_descriptive,present,True,1,5,213,249,1,2.741812535206075,5.689101956292526,0.014084507042253521,0.014084507042253521,2.741812535206075,2.741812535206075,527324,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T,Control,ETS2,20,evaluable_descriptive,present,True,1,5,213,249,1,4.9700196819120155,30.341877100226807,0.06103286384976526,0.06103286384976526,4.9700196819120155,4.9700196819120155,527324,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T,Control,PFKFB3,20,evaluable_descriptive,present,True,1,5,213,249,1,2.741812535206075,5.689101956292526,0.014084507042253521,0.014084507042253521,2.741812535206075,2.741812535206075,527324,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T,Control,PRKD2,20,evaluable_descriptive,present,True,1,5,213,249,1,4.7839355068211065,26.549142462698455,0.06572769953051644,0.06572769953051644,4.7839355068211065,4.7839355068211065,527324,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T,Control,UBASH3A,20,evaluable_descriptive,present,True,1,5,213,249,1,4.319305286606999,18.963673187641753,0.04225352112676056,0.04225352112676056,4.319305286606999,4.319305286606999,527324,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T,Control,BCL2L11,50,evaluable_descriptive,present,True,1,5,213,249,1,2.741812535206075,5.689101956292526,0.014084507042253521,0.014084507042253521,2.741812535206075,2.741812535206075,527324,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T,Control,ETS2,50,evaluable_descriptive,present,True,1,5,213,249,1,4.9700196819120155,30.341877100226807,0.06103286384976526,0.06103286384976526,4.9700196819120155,4.9700196819120155,527324,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T,Control,PFKFB3,50,evaluable_descriptive,present,True,1,5,213,249,1,2.741812535206075,5.689101956292526,0.014084507042253521,0.014084507042253521,2.741812535206075,2.741812535206075,527324,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T,Control,PRKD2,50,evaluable_descriptive,present,True,1,5,213,249,1,4.7839355068211065,26.549142462698455,0.06572769953051644,0.06572769953051644,4.7839355068211065,4.7839355068211065,527324,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T,Control,UBASH3A,50,evaluable_descriptive,present,True,1,5,213,249,1,4.319305286606999,18.963673187641753,0.04225352112676056,0.04225352112676056,4.319305286606999,4.319305286606999,527324,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T-cNK,Control,BCL2L11,20,evaluable_descriptive,present,True,1,4,43,48,1,4.242001105828415,17.922110507733393,0.046511627906976744,0.046511627906976744,4.242001105828415,4.242001105828415,111594,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T-cNK,Control,ETS2,20,evaluable_descriptive,present,True,1,4,43,48,1,4.242001105828415,17.922110507733393,0.023255813953488372,0.023255813953488372,4.242001105828415,4.242001105828415,111594,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T-cNK,Control,PFKFB3,20,evaluable_descriptive,present,True,1,4,43,48,0,0.0,0.0,0.0,0.0,0.0,0.0,111594,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T-cNK,Control,PRKD2,20,evaluable_descriptive,present,True,1,4,43,48,0,0.0,0.0,0.0,0.0,0.0,0.0,111594,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T-cNK,Control,UBASH3A,20,evaluable_descriptive,present,True,1,4,43,48,1,5.203366446469759,35.844221015466786,0.09302325581395349,0.09302325581395349,5.203366446469759,5.203366446469759,111594,1
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T-cNK,Control,BCL2L11,50,no_eligible_donors,present,True,0,4,0,48,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T-cNK,Control,ETS2,50,no_eligible_donors,present,True,0,4,0,48,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T-cNK,Control,PFKFB3,50,no_eligible_donors,present,True,0,4,0,48,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T-cNK,Control,PRKD2,50,no_eligible_donors,present,True,0,4,0,48,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CD8T-cNK,Control,UBASH3A,50,no_eligible_donors,present,True,0,4,0,48,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Chol,Control,BCL2L11,20,evaluable_descriptive,present,True,3,6,288,316,2,3.1832305436801125,8.083388233011748,0.02247191011235955,0.05555555555555555,0.0,5.024444377728648,953203,3
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Chol,Control,ETS2,20,evaluable_descriptive,present,True,3,6,288,316,3,6.6853861810377655,101.92047291099432,0.3181818181818182,0.19444444444444445,5.569232300510626,7.762211966596455,953203,3
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Chol,Control,PFKFB3,20,evaluable_descriptive,present,True,3,6,288,316,2,2.8201873733811613,6.062541174758811,0.016853932584269662,0.034722222222222224,0.0,4.168862264402455,953203,3
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Chol,Control,PRKD2,20,evaluable_descriptive,present,True,3,6,288,316,3,3.715167408264862,12.133389632261228,0.056818181818181816,0.03819444444444445,3.1832305436801125,5.466623242355432,953203,3
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Chol,Control,UBASH3A,20,evaluable_descriptive,present,True,3,6,288,316,0,0.0,0.0,0.0,0.0,0.0,0.0,953203,3
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Chol,Control,BCL2L11,50,evaluable_descriptive,present,True,2,6,266,316,2,4.10383746070438,19.815100638445468,0.07941777323799795,0.06015037593984962,3.1832305436801125,5.024444377728648,906928,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Chol,Control,ETS2,50,evaluable_descriptive,present,True,2,6,266,316,2,6.127309240774196,74.19997762540594,0.21807967313585291,0.18421052631578946,5.569232300510626,6.6853861810377655,906928,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Chol,Control,PFKFB3,50,evaluable_descriptive,present,True,2,6,266,316,2,3.4945248188918083,11.524643329962263,0.0481996935648621,0.03759398496240601,2.8201873733811613,4.168862264402455,906928,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Chol,Control,PRKD2,50,evaluable_descriptive,present,True,2,6,266,316,2,3.4491989759724873,10.108388932636487,0.03964504596527069,0.03383458646616541,3.1832305436801125,3.715167408264862,906928,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,Chol,Control,UBASH3A,50,evaluable_descriptive,present,True,2,6,266,316,0,0.0,0.0,0.0,0.0,0.0,0.0,906928,2
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CholMucus,Control,BCL2L11,20,no_eligible_donors,present,True,0,4,0,10,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CholMucus,Control,ETS2,20,no_eligible_donors,present,True,0,4,0,10,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CholMucus,Control,PFKFB3,20,no_eligible_donors,present,True,0,4,0,10,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CholMucus,Control,PRKD2,20,no_eligible_donors,present,True,0,4,0,10,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CholMucus,Control,UBASH3A,20,no_eligible_donors,present,True,0,4,0,10,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CholMucus,Control,BCL2L11,50,no_eligible_donors,present,True,0,4,0,10,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CholMucus,Control,ETS2,50,no_eligible_donors,present,True,0,4,0,10,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CholMucus,Control,PFKFB3,50,no_eligible_donors,present,True,0,4,0,10,0,,,,,,,0,0
sc,02792605-4760-4023-82ad-40fc4458a5db,sc,cell,10x 5' v1,CholMucus,Control,PRKD2,50,no_eligible_donors,present,True,0,4,0,10,0,,,,,,,0,0
