experiment,search_file,source_raw_name,archive_raw_name,mapping_status,archive_bytes,settings_source_sha256
01BR1_PAGE_IOB,01BR1_PAGE_IOB.pep.xml,Naive_CD4_IG_C3.raw,Naive_CD4_IG_C3.raw,exact,416398262,c1e85add99361bd004fe2a6f115b864843f895de44e85d1d8a2e43e2732e5729
01BR1_PAGE_IOB,01BR1_PAGE_IOB.pep.xml,Naive_CD4_IG_C4.raw,Naive_CD4_IG_C4.raw,exact,397931954,c1e85add99361bd004fe2a6f115b864843f895de44e85d1d8a2e43e2732e5729
01BR1_PAGE_IOB,01BR1_PAGE_IOB.pep.xml,Naive_CD4_IG_C5.raw,Naive_CD4_IG_C5.raw,exact,423107755,c1e85add99361bd004fe2a6f115b864843f895de44e85d1d8a2e43e2732e5729
01BR1_PAGE_IOB,01BR1_PAGE_IOB.pep.xml,Naive_CD4_IG_C6.raw,Naive_CD4_IG_C6.raw,exact,12162305,c1e85add99361bd004fe2a6f115b864843f895de44e85d1d8a2e43e2732e5729
09BR3_1SCX_bRP_AP,09BR3_1SCX_bRP_AP.pep.xml,Naive_CD4_early_SCX_Elite_f1.raw,Naive_CD4_early_SCX_Elite_f1.raw,exact,725058253,76501e66656fbd49ec067f1257f36229223849420669f5b6d70ddafdde24ced7
09BR3_1SCX_bRP_AP,09BR3_1SCX_bRP_AP.pep.xml,Naive_CD4_early_SCX_Elite_f10.raw,Naive_CD4_early_SCX_Elite_f10.raw,exact,615123442,76501e66656fbd49ec067f1257f36229223849420669f5b6d70ddafdde24ced7
09BR3_1SCX_bRP_AP,09BR3_1SCX_bRP_AP.pep.xml,Naive_CD4_early_SCX_Elite_f11.raw,Naive_CD4_early_SCX_Elite_f11.raw,exact,630461273,76501e66656fbd49ec067f1257f36229223849420669f5b6d70ddafdde24ced7
09BR3_1SCX_bRP_AP,09BR3_1SCX_bRP_AP.pep.xml,Naive_CD4_early_SCX_Elite_f12.raw,Naive_CD4_early_SCX_Elite_f12.raw,exact,634213290,76501e66656fbd49ec067f1257f36229223849420669f5b6d70ddafdde24ced7
09BR3_1SCX_bRP_AP,09BR3_1SCX_bRP_AP.pep.xml,Naive_CD4_early_SCX_Elite_f13.raw,Naive_CD4_early_SCX_Elite_f13.raw,exact,662410824,76501e66656fbd49ec067f1257f36229223849420669f5b6d70ddafdde24ced7
09BR3_1SCX_bRP_AP,09BR3_1SCX_bRP_AP.pep.xml,Naive_CD4_early_SCX_Elite_f14.raw,Naive_CD4_early_SCX_Elite_f14.raw,exact,637578427,76501e66656fbd49ec067f1257f36229223849420669f5b6d70ddafdde24ced7
09BR3_1SCX_bRP_AP,09BR3_1SCX_bRP_AP.pep.xml,Naive_CD4_early_SCX_Elite_f2.raw,Naive_CD4_early_SCX_Elite_f2.raw,exact,463185241,76501e66656fbd49ec067f1257f36229223849420669f5b6d70ddafdde24ced7
09BR3_1SCX_bRP_AP,09BR3_1SCX_bRP_AP.pep.xml,Naive_CD4_early_SCX_Elite_f3.raw,Naive_CD4_early_SCX_Elite_f3.raw,exact,406681868,76501e66656fbd49ec067f1257f36229223849420669f5b6d70ddafdde24ced7
09BR3_1SCX_bRP_AP,09BR3_1SCX_bRP_AP.pep.xml,Naive_CD4_early_SCX_Elite_f4.raw,Naive_CD4_early_SCX_Elite_f4.raw,exact,496173683,76501e66656fbd49ec067f1257f36229223849420669f5b6d70ddafdde24ced7
09BR3_1SCX_bRP_AP,09BR3_1SCX_bRP_AP.pep.xml,Naive_CD4_early_SCX_Elite_f5.raw,Naive_CD4_early_SCX_Elite_f5.raw,exact,501942831,76501e66656fbd49ec067f1257f36229223849420669f5b6d70ddafdde24ced7
09BR3_1SCX_bRP_AP,09BR3_1SCX_bRP_AP.pep.xml,Naive_CD4_early_SCX_Elite_f6.raw,Naive_CD4_early_SCX_Elite_f6.raw,exact,515979961,76501e66656fbd49ec067f1257f36229223849420669f5b6d70ddafdde24ced7
09BR3_1SCX_bRP_AP,09BR3_1SCX_bRP_AP.pep.xml,Naive_CD4_early_SCX_Elite_f7.raw,Naive_CD4_early_SCX_Elite_f7.raw,exact,498447506,76501e66656fbd49ec067f1257f36229223849420669f5b6d70ddafdde24ced7
09BR3_1SCX_bRP_AP,09BR3_1SCX_bRP_AP.pep.xml,Naive_CD4_early_SCX_Elite_f8.raw,Naive_CD4_early_SCX_Elite_f8.raw,exact,621014415,76501e66656fbd49ec067f1257f36229223849420669f5b6d70ddafdde24ced7
09BR3_1SCX_bRP_AP,09BR3_1SCX_bRP_AP.pep.xml,Naive_CD4_early_SCX_Elite_f9.raw,Naive_CD4_early_SCX_Elite_f9.raw,exact,619198049,76501e66656fbd49ec067f1257f36229223849420669f5b6d70ddafdde24ced7
NaiveCD4T_nuclear_All,NaiveCD4T_nuclear.pep.xml,NaiveCD4T_nuclear_f1.raw,NaiveCD4T_nuclear_f1.raw,exact,747475065,f3f8fe4804db481bcfa747517918167c231369398acd52a6a62924306c35c3a4
NaiveCD4T_nuclear_All,NaiveCD4T_nuclear.pep.xml,NaiveCD4T_nuclear_f10.raw,NaiveCD4T_nuclear_f10.raw,exact,854104167,f3f8fe4804db481bcfa747517918167c231369398acd52a6a62924306c35c3a4
NaiveCD4T_nuclear_All,NaiveCD4T_nuclear.pep.xml,NaiveCD4T_nuclear_f11.raw,NaiveCD4T_nuclear_f11.raw,exact,885691120,f3f8fe4804db481bcfa747517918167c231369398acd52a6a62924306c35c3a4
NaiveCD4T_nuclear_All,NaiveCD4T_nuclear.pep.xml,NaiveCD4T_nuclear_f12.raw,NaiveCD4T_nuclear_f12.raw,exact,951322196,f3f8fe4804db481bcfa747517918167c231369398acd52a6a62924306c35c3a4
NaiveCD4T_nuclear_All,NaiveCD4T_nuclear.pep.xml,NaiveCD4T_nuclear_f2.raw,NaiveCD4T_nuclear_f2.raw,exact,845601220,f3f8fe4804db481bcfa747517918167c231369398acd52a6a62924306c35c3a4
NaiveCD4T_nuclear_All,NaiveCD4T_nuclear.pep.xml,NaiveCD4T_nuclear_f3.raw,NaiveCD4T_nuclear_f3.raw,exact,955076360,f3f8fe4804db481bcfa747517918167c231369398acd52a6a62924306c35c3a4
NaiveCD4T_nuclear_All,NaiveCD4T_nuclear.pep.xml,NaiveCD4T_nuclear_f4.raw,NaiveCD4T_nuclear_f4.raw,exact,859004222,f3f8fe4804db481bcfa747517918167c231369398acd52a6a62924306c35c3a4
NaiveCD4T_nuclear_All,NaiveCD4T_nuclear.pep.xml,NaiveCD4T_nuclear_f5.raw,NaiveCD4T_nuclear_f5.raw,exact,848824227,f3f8fe4804db481bcfa747517918167c231369398acd52a6a62924306c35c3a4
NaiveCD4T_nuclear_All,NaiveCD4T_nuclear.pep.xml,NaiveCD4T_nuclear_f6.raw,NaiveCD4T_nuclear_f6.raw,exact,849876241,f3f8fe4804db481bcfa747517918167c231369398acd52a6a62924306c35c3a4
NaiveCD4T_nuclear_All,NaiveCD4T_nuclear.pep.xml,NaiveCD4T_nuclear_f7.raw,NaiveCD4T_nuclear_f7.raw,exact,832356013,f3f8fe4804db481bcfa747517918167c231369398acd52a6a62924306c35c3a4
NaiveCD4T_nuclear_All,NaiveCD4T_nuclear.pep.xml,NaiveCD4T_nuclear_f8.raw,NaiveCD4T_nuclear_f8.raw,exact,860276631,f3f8fe4804db481bcfa747517918167c231369398acd52a6a62924306c35c3a4
NaiveCD4T_nuclear_All,NaiveCD4T_nuclear.pep.xml,NaiveCD4T_nuclear_f9.raw,NaiveCD4T_nuclear_f9.raw,exact,846094282,f3f8fe4804db481bcfa747517918167c231369398acd52a6a62924306c35c3a4
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B01_.raw,Naive_CD4_GelfrEE_B01_.raw,exact,98498047,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B01-1.raw,Naive_CD4_GelfrEE_B01-1.raw,exact,330101301,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B02-1.raw,Naive_CD4_GelfrEE_B02-1.raw,exact,226796244,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B03-1.raw,Naive_CD4_GelfrEE_B03-1.raw,exact,282095259,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B04.raw,Naive_CD4_GelfrEE_B04.raw,exact,170940110,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B05.raw,Naive_CD4_GelfrEE_B05.raw,exact,141370379,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B06.raw,Naive_CD4_GelfrEE_B06.raw,exact,137215555,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B07.raw,Naive_CD4_GelfrEE_B07.raw,exact,168426457,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B08.raw,Naive_CD4_GelfrEE_B08.raw,exact,175434331,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B09.raw,Naive_CD4_GelfrEE_B09.raw,exact,186486128,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B10.raw,Naive_CD4_GelfrEE_B10.raw,exact,196885428,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B11.raw,Naive_CD4_GelfrEE_B11.raw,exact,216708330,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B12.raw,Naive_CD4_GelfrEE_B12.raw,exact,202844212,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B13.raw,Naive_CD4_GelfrEE_B13.raw,exact,240520482,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B14.raw,Naive_CD4_GelfrEE_B14.raw,exact,268971361,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B15.raw,Naive_CD4_GelfrEE_B15.raw,exact,300795632,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B16.raw,Naive_CD4_GelfrEE_B16.raw,exact,297930263,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B17.raw,Naive_CD4_GelfrEE_B17.raw,exact,285952084,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B18.raw,Naive_CD4_GelfrEE_B18.raw,exact,280720526,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B19.raw,Naive_CD4_GelfrEE_B19.raw,exact,259207904,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B20.raw,Naive_CD4_GelfrEE_B20.raw,exact,311697339,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B21.raw,Naive_CD4_GelfrEE_B21.raw,exact,300899622,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B22.raw,Naive_CD4_GelfrEE_B22.raw,exact,256497885,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B23.raw,Naive_CD4_GelfrEE_B23.raw,exact,271721153,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B24.raw,Naive_CD4_GelfrEE_B24.raw,exact,256905575,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B25.raw,Naive_CD4_GelfrEE_B25.raw,exact,190975783,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B26.raw,Naive_CD4_GelfrEE_B26.raw,exact,273804026,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B27.raw,Naive_CD4_GelfrEE_B27.raw,exact,262817282,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B28.raw,Naive_CD4_GelfrEE_B28.raw,exact,279953322,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B29.raw,Naive_CD4_GelfrEE_B29.raw,exact,196561699,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B30.raw,Naive_CD4_GelfrEE_B30.raw,exact,245553267,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B31.raw,Naive_CD4_GelfrEE_B31.raw,exact,263723471,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B32.raw,Naive_CD4_GelfrEE_B32.raw,exact,302299029,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B33.raw,Naive_CD4_GelfrEE_B33.raw,exact,277563038,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B34.raw,Naive_CD4_GelfrEE_B34.raw,exact,342647169,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B35.raw,Naive_CD4_GelfrEE_B35.raw,exact,309662707,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B36.raw,Naive_CD4_GelfrEE_B36.raw,exact,335647062,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B37.raw,Naive_CD4_GelfrEE_B37.raw,exact,357174314,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B38.raw,Naive_CD4_GelfrEE_B38.raw,exact,362055782,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B39.raw,Naive_CD4_GelfrEE_B39.raw,exact,352537869,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B40.raw,Naive_CD4_GelfrEE_B40.raw,exact,379244177,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B41.raw,Naive_CD4_GelfrEE_B41.raw,exact,317817623,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B42.raw,Naive_CD4_GelfrEE_B42.raw,exact,273709034,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B43.raw,Naive_CD4_GelfrEE_B43.raw,exact,298164531,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B44.raw,Naive_CD4_GelfrEE_B44.raw,exact,365230740,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B45.raw,Naive_CD4_GelfrEE_B45.raw,exact,367469064,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B46.raw,Naive_CD4_GelfrEE_B46.raw,exact,397819516,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B47.raw,Naive_CD4_GelfrEE_B47.raw,exact,383710321,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B48.raw,Naive_CD4_GelfrEE_B48.raw,exact,315487454,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B49.raw,Naive_CD4_GelfrEE_B49.raw,exact,295646811,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B50.raw,Naive_CD4_GelfrEE_B50.raw,exact,295682941,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B51.raw,Naive_CD4_GelfrEE_B51.raw,exact,364431514,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B52.raw,Naive_CD4_GelfrEE_B52.raw,exact,378131743,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B53.raw,Naive_CD4_GelfrEE_B53.raw,exact,384955778,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B54.raw,Naive_CD4_GelfrEE_B54.raw,exact,371217687,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B55.raw,Naive_CD4_GelfrEE_B55.raw,exact,295809343,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B56.raw,Naive_CD4_GelfrEE_B56.raw,exact,326419381,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B57.raw,Naive_CD4_GelfrEE_B57.raw,exact,358085052,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B58.raw,Naive_CD4_GelfrEE_B58.raw,exact,373041354,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
11BR4_GELFREE-PAGE_AP,11BR4_GELFREE-PAGE_AP.pep.xml,Naive_CD4_GelfrEE_B59.raw,Naive_CD4_GelfrEE_B59.raw,exact,289077873,e415d2a921e14959437fdaad797b3d54cf3cb1b9cda9c4d28c029610d2d71b99
04BR2_Nuclear_IOB,04BR2_Nuclear_IOB.pep.xml,naive_CD4_nuclear_RPLC_B1.raw,naive_CD4_nuclear_RPLC_B1.raw,exact,146567817,a48e312997a2c755d888454ef5e33e0487f6bfc832367d9cbf12b7ba2bdba298
04BR2_Nuclear_IOB,04BR2_Nuclear_IOB.pep.xml,naive_CD4_nuclear_RPLC_B10.raw,naive_CD4_nuclear_RPLC_B10.raw,exact,157173307,a48e312997a2c755d888454ef5e33e0487f6bfc832367d9cbf12b7ba2bdba298
04BR2_Nuclear_IOB,04BR2_Nuclear_IOB.pep.xml,naive_CD4_nuclear_RPLC_B11.raw,naive_CD4_nuclear_RPLC_B11.raw,exact,127028848,a48e312997a2c755d888454ef5e33e0487f6bfc832367d9cbf12b7ba2bdba298
04BR2_Nuclear_IOB,04BR2_Nuclear_IOB.pep.xml,naive_CD4_nuclear_RPLC_B12.raw,naive_CD4_nuclear_RPLC_B12.raw,exact,130896936,a48e312997a2c755d888454ef5e33e0487f6bfc832367d9cbf12b7ba2bdba298
04BR2_Nuclear_IOB,04BR2_Nuclear_IOB.pep.xml,naive_CD4_nuclear_RPLC_B1r.raw,naive_CD4_nuclear_RPLC_B1r.raw,exact,116499723,a48e312997a2c755d888454ef5e33e0487f6bfc832367d9cbf12b7ba2bdba298
04BR2_Nuclear_IOB,04BR2_Nuclear_IOB.pep.xml,naive_CD4_nuclear_RPLC_B2_111108065031.raw,naive_CD4_nuclear_RPLC_B2_111108065031.raw,exact,182817811,a48e312997a2c755d888454ef5e33e0487f6bfc832367d9cbf12b7ba2bdba298
04BR2_Nuclear_IOB,04BR2_Nuclear_IOB.pep.xml,naive_CD4_nuclear_RPLC_B3.raw,naive_CD4_nuclear_RPLC_B3.raw,exact,162434135,a48e312997a2c755d888454ef5e33e0487f6bfc832367d9cbf12b7ba2bdba298
04BR2_Nuclear_IOB,04BR2_Nuclear_IOB.pep.xml,naive_CD4_nuclear_RPLC_B4.raw,naive_CD4_nuclear_RPLC_B4.raw,exact,143619838,a48e312997a2c755d888454ef5e33e0487f6bfc832367d9cbf12b7ba2bdba298
04BR2_Nuclear_IOB,04BR2_Nuclear_IOB.pep.xml,naive_CD4_nuclear_RPLC_B5_111108141728.raw,naive_CD4_nuclear_RPLC_B5_111108141728.raw,exact,132306622,a48e312997a2c755d888454ef5e33e0487f6bfc832367d9cbf12b7ba2bdba298
04BR2_Nuclear_IOB,04BR2_Nuclear_IOB.pep.xml,naive_CD4_nuclear_RPLC_B6.raw,naive_CD4_nuclear_RPLC_B6.raw,exact,155304191,a48e312997a2c755d888454ef5e33e0487f6bfc832367d9cbf12b7ba2bdba298
04BR2_Nuclear_IOB,04BR2_Nuclear_IOB.pep.xml,naive_CD4_nuclear_RPLC_B7.raw,naive_CD4_nuclear_RPLC_B7.raw,exact,161416058,a48e312997a2c755d888454ef5e33e0487f6bfc832367d9cbf12b7ba2bdba298
04BR2_Nuclear_IOB,04BR2_Nuclear_IOB.pep.xml,naive_CD4_nuclear_RPLC_B8.raw,naive_CD4_nuclear_RPLC_B8.raw,exact,160208320,a48e312997a2c755d888454ef5e33e0487f6bfc832367d9cbf12b7ba2bdba298
04BR2_Nuclear_IOB,04BR2_Nuclear_IOB.pep.xml,naive_CD4_nuclear_RPLC_B9.raw,naive_CD4_nuclear_RPLC_B9.raw,exact,149891217,a48e312997a2c755d888454ef5e33e0487f6bfc832367d9cbf12b7ba2bdba298
